state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Kerala,Kollam,Acute Diarrheal Disease,63,0.0,29-04-22,04-05-22,Under Surveillance,"and hand hygiene. Cases reported from Kalakkode, Parippally, Nadakkal, Kalluvathukkal Panchayath, District Kollam. Cases presented with loose stools and abdominal pain. Two sets of water samples were tested in DPHL Kollam and both of them showed presence of E. Coli. District RRT investigated the outbreak. Cases were given symptomatic treatment. Health education was given on the importance of safe drinking water and sanitation."
Kerala,Kasaragod,Acute Diarrheal Disease (Shigella),58,1.0,01-05-22,04-05-22,Under Surveillance,"Cases reported from CHC Cheruvathur, District Kasaragod. Cases presented with loose stools and abdominal pain Five stool samples and five blood samples were collected and sent to Regional GMC Calicut. for DNA PCR for Shigella. Out of five stool samples, three samples were found positive. District RRT investigated the outbreak. symptomatic treatment was given. Health education on the safe drinking water and on the importance of hand hygiene was delivered."
Kerala,Kannur,Food Poisoning,26,0.0,24-04-22,27-04-22,Under Surveillance,"Cases reported from PHC Kunnothparamba Kunnothparamba Gramapanchayath, Block Panoor, District Kannur. Cases presented with loose stools and abdominal pain District RRT investigated the outbreak. Four water samples were collected and sent to Water Authority Laboratory and showed presence of coliforms and one of them was found positive for Salmonella species. District RRT investigated the outbreak. All cases were given symptomatic treatment and health education was given on importance of safe drinking water and"
Odisha,Angul,Food Poisoning,85,0.0,29-04-22,02-05-22,Under Control,"sanitation.. Cases reported from Village Bajapur, SC Tusar, CHC Madhapur, Block Athamallik, District Angul. Cases presented with fever, abdominal pain, nausea and vomiting. District RRT investigated the outbreak All of cases were given symptomatic treatment and health education was given on the importance of safe drinking water and hand hygiene"
Odisha,Gajapati,Chicken Pox,25,0.0,29-04-22,02-05-22,Under Control,"Cases reported Village Madda, SC Tumba, Block Rayagada, District Gajapati. Cases presented with feaver and rash. Five blood samples were collected and sent to RL, MKCH MCH, Berhampur, Ganjam. For IgM ELISA and one sample tested positive for Varicella. District RRT investigated the outbreak. Cases were treated symptomatically and isolation of cases was done. Health education was given."
Odisha,Ganjam,Acute Diarrheal Disease,29,0.0,26-04-22,28-04-22,Under Control,"Cases reported from Village Badagada, and Singipur, SC/GP/CHC Badagada, Block Sorada, District Ganjam. Cases presented with abdominal pain and loose stools. Two rectal swab and five water samples were collected sent to MKCG MCH, Berhampur and District Public Health Laboratory for bacteriological analysis. All of the water samples were found to be nonpotable and none of the stool sample showed enteropathogenic organism growth. District RRT investigated the outbreak. House to house survey was conducted and the affected households were disinfected with bleaching powder. Cases were given symptomatic treatment and health education was given on the importance of safe"
Odisha,Jajpur,Food Poisoning,41,0.0,02-05-22,03-05-22,Under Surveillance,"drinking water and sanitation. Cases reported from Village Jhatiapada, SC Salapada, PHC (N) Baunsamuli, Block Barachana, District Jajpur. Cases presented with abdominal pain and loose stools. Two water samples were collected and sent to DPHL, Jajpur for bacteriological analysis. Both of the samples were found to be potable. District RRT investigated the outbreak and symptomatic treatment was given to all the cases. Health education was given on the importance of safe"
Odisha,Nuapada,Food Poisoning,100,0.0,28-04-22,29-04-22,Under Control,"drinking water and hand hygiene. Cases reported from Litisargi, Boden, District Nuapada. Cases presented with abdominal pain, nausea and vomiting. District RRT investigated the outbreak and all of the cases were given symptomatic treatment. Health education was given on the importance of safe drinking water and hand hygiene."
Rajasthan,Pali,Food Poisoning,42,0.0,27-04-22,28-04-22,Under Control,"Cases reported from Medical College Pali, District Pali. Cases presented with loose stool and vomiting. District RRT investigated the outbreak. All of cases were given symptomatic treatment and health education was given on the importance of safe drinking water and hand hygiene"
Rajasthan,Sirohi,Acute Encephalitis Syndrome,12,7.0,22-04-22,23-04-22,Under Control,"Cases reported from Village Fulabai Kheda & Verafali, PHC Bharja, Block Pindwara, District Sirohi. Cases presented with fever, headache and vomiting. Three CSF samples were sent to NIV Pune, SMS Jaipur and Jodhpur Medical College. All of them were found negative for all viruses. One blood and one throat swab sample was sent to SMS Jaipur. The blood sample showed presence of Enterovirus through viral panel. The throat swab was positive for HiB through viral panel. One food sample was sent to SMS Jaipur and was isolated for Acinetobacter baumanii by culture.. District RRT investigated the outbreak All cases were treated. Health education was given. details of Deaths"
Tamil Nadu,Ariyalur,Acute Diarrheal Disease,17,0.0,28-04-22,02-05-22,Under Surveillance,"Cases reported from Village Ward 5, HSC KK Nagar, PHC Urban, Block Ariyalur, District Ariyalur. Cases presented with loose stools, vomiting, and abdominal pain. 10 water samples were collected and sent to DPHL, Ariyalur, Five water samples were found to be nonpotable. Six rectal samples were collected and sent to Ariyalur MCH and no enteropathogenic organism was found in any of the stool samples. District RRT investigated the outbreak, house to house survey was conducted. All cases were given symptomatic treatment and health education was given on the importance of safe drinking water and sanitation."
Tamil Nadu,Krishnagiri,Food Poisoning,11,0.0,29-04-22,30-04-22,Under Surveillance,"Cases reported from Village Moranahalli (govt. High School), HSC Chapparam, PHC Banagamutlu, Block Kaveripattinam, District Krishnagiri. Cases presented with abdominal pain and giddiness. Three serum samples were collected and sent to DPHL Krishnagiri, for scrub typhus IgM ELISA Out of the three serum samples one tested positive for scrub typhus. Two water samples were collected and sent to DPHL Krishnagiri and both the samples were found to be potable. Three stool samples were collected and sent to DPHL, Krishnagiri for bacteriological analysis. No growth of any enteropathigenic organism was found in any of the stool samples. District RRT investigated the outbreak and cases were treated symptomatically. Health education was given on the importance of safe dinking water and hand"
Tamil Nadu,Madurai,Chickenpox,05,0.0,26-04-22,29-04-22,Under Surveillance,"hygiene. Also the school administration was advised to keep poisonous chemicals out of reach of students. Cases reported from Village/HSC S. Keelapatti, PHC Santhaiyur, Block T. Kallupatti, District Madurai. Cases presented with fever and vesicular rash. District RRT investigated the outbreak. House to house survey of vesicular rash was done. Cases were isolated and disinfection of the affected houses was done. All cases were given symptomatic treatment and health education was given."
West Bengal,Howrah,Food Poisoning,120,0.0,02-05-22,03-05-22,Under Surveillance,"Cases reported from Village Mukundo Dighi Chakur, GP Subsit Bagnan-I Howrah, District Howrah. Cases presented with loose stools and vomiting. Two rectal swab samples and two vomitus samples and food samples were sent for lab analysis. District RRT investigated the outbreak. Cases were given symptomatic treatment and ORS sachet were distributed. Health education was given on the importance of safe drinking water and hand hygiene."
West Bengal,Hooghly DISEASE OUTBREAKS OF PREVIOUS WEEKS REPORTED LATE,Acute Diarrheal Disease,40,0.0,25-04-22,25-04-22,Under Surveillance,"Cases reported from Village Bheotia, Block Pursurah, District Hooghly. Cases presented with loose stools. Two stool samples and four water samples were collected and sent to NICED for bacteriological analysis. Result awaited. District RRT investigated the outbreak. Pond disinfection was done and all the cases were treated symptomatically. Health education was given on the importance of safe drinking water and sanitation."
Gujarat,Navsari,Acute Diarrheal Disease,21,0.0,02-01-,Under 22 Surveillance,"Cases reported Vandervela, District stools and vomiting. were collected bacteriological analysis. were found organism wa District RRT investigated the outbreak and house to house survey symptomatically and ORS sachets were distributed. Health education was given on the importance of safe drinkin","from Village Pratapnagar, PHC Navsari. Cases presented with loose Three water and two stool samples and sent to DPHL Navsari for All three of the water samples to be non potable. No enteropathogenic s isolated from any of the stool samples. was conducted. All cases were treated g"
Kerala,Ernakulam,Dengue,16,0.0,28-03-,Under 22 Surveillance,"water and sanitation. Cases reported from UPHC Thrikkakara Ward 16 & 12, Block Cheranellur, District Ernakulam. Cases presented with fever collected and sent to RPH Lab Ernakulam for Dengue Ig M ELISA and both of the samples tested positive for Dengue. District RRT spray and fogging was done. Health education was given regarding the importance of vect",and bodyache. Two serum samples were investigated the outbreak and anti-larval or control measures.
Rajasthan,Sri Ganganagar,Jaundice,28,1.0,25-03-,Under 22 Control,"Cases reported from PHC Arayan, Ward Srikaranpur, pipelines was leakage contracted with toilet wastage. were collected Kesrisinghpur lab for SGOT and SGPT. Five these markers. house to house survey was conducted. All of the cases were given symptomatic treatment and super chlorination of overhead tanks was done. Health education was given on the importance of safe drinking water and sanitation.","-3,4,6,16 Block District Sri Ganganagar. Drinking water water and fecal A 21-year-old male died and 25 blood samples and sent to CHC Karanpur and estimation of levels of bilirubin, samples showed raised levels of District RRT investigated the outbreak and"
Andhra Pradesh,Krishna,Acute Diarrheal Disease,30,0.0,28-04-22,03-05-22,Completed,"Cases reported from Village Balliparru, SC Pedamaddali, District Krishna. Cases presented with loose stools and vomiting. Five water samples were sent to IPM Public Health Lab Golapudi, Vijayawada. Water samples were found satisfactory for drinking purpose through nil MPN count. District RRT investigated the outbreak. It was found that there was drainage water leakage in drinking water pipelines. House to house survey in the affected area was done. Disinfection and sanitation measures were taken. Health education was given regarding importance of safe drinking water and sanitation."
Gujarat,Sabarkantha,Dengue,04,3.0,26-04-22,02-05-22,Completed,"Cases reported from Village -Rajendra Nagar Sub centre- Mathasuliya, district Sabar Kantha. Cases presented with weakness, fever and drowsiness. Three CSF and four blood samples were sent to NIV Pune for lab analysis. Out of four blood samples, one was found positive for Dengue by IgM ELISA. The deceased cases were 60, 70 and 73 year old males. District RRT investigated the outbreak. Medical camp was established at the site to diagnose early cases. Daily surveillance activities were carried out for active search of cases. Health education was imparted regarding the importance of vector"
Jammu & Kashmir,Jammu,Chickenpox,08,0.0,05-05-22,05-05-22,Completed,"control measures. Cases reported from Block Dansal, Sub Center Majeen. Village Ragura. Cases presented with fever and vesicular rashes. No samples were collected. District RRT investigated the outbreak. Cases were isolated. Frequent changes of bedding and personal belongings, adequate diet and plenty of fluids were emphasized upon. Screening was done in the village area for any case of fever with rashes. Vitamin A Prophylaxis was given. Health education was imparted regarding importance of personal hygiene."
Jharkhand,Dhanbad,Measles,08,0.0,07-05-22,07-05-22,Under Control,"Cases reported from Govindadih Alias Bhosri, HSC Bagdaha, PHC Rajgunj, CHC Baghmara, Dhanbad, District Dhanbad. Cases presented with fever and rash. Five blood samples were collected and sent to RIMS Microbiology, Ranchi. Two of the samples tested positive for Measles by IgM ELISA. Immunization status of the cases is not known. District RRT investigated the outbreak All cases were treated symptomatically and Vitamin A was administered. Health education was given on the importance of immunization. Cases reported from Village Settihalli,"
Karnataka,Chikkamagaluru,Food Poisoning,51,0.0,06-05-22,07-05-22,Under Control,"PHC/CHC Singatagere, Taluk Kaduru, District Chikkamagaluru. Cases presented with loose stools, vomiting and abdominal pain. Two blood samples, two serum samples for Hepatitis A&E serology, two stool samples for cholera and two water samples were collected for bacteriological analysis and sent to DPHL CKM and SIMS Shivamogga. In stool samples, Actinobacter baumanii was isolated and blood samples tested negative for Hepatitis A and E and both the water samples were found to be potable. District RRT investigated the outbreak and All cases were given symptomatic treatment. Health education was given on the importance of safe drinking water and hand hygiene."
Karnataka,Hassan,Acute Diarrheal Disease,40,0.0,26-04-22,05-05-22,Completed,"Cases reported from Taluk Donghatta, District Hassan. Cases presented with diarrhea and vomiting. Two stool samples were sent to Referral Lab Hassan Institute of Medical sciences for culture and two water samples were sent to DSL Hassan. Both water samples were found potable for drinking through MPN method and both the stool samples showed no enteric pathogens. District RRT investigated the outbreak. Chlorination of water sources was done. All cases were treated symptomatically and ORS sachets were distributed. Health education was given on the importance of safe water, personal hygiene, food safety and sanitation."
Karnataka,Shivamogga,Acute Diarrheal Disease,85,0.0,07-05-22,07-05-22,Under Control,"Cases reported from Village Gejjenahalli, PHC/CHC Harnahalli, Taluk Shivamogga, District Shivamogga. Cases presented with loose stools, vomiting and abdominal pain. Three water and five stool samples were collected and sent to DSL Lab, Shivamogga for bacteriological analysis. Out of three water samples, two were positive for fecal contamination by H2S test method. No enteropathogens were isolated in any of the stool samples-, through Hanging drop and culture sensitivity test. District RRT investigated the outbreak. House to house survey was conducted and all cases treated symptomatically and ORS sachets distributed. Health education"
Kerala,Alappuzha,Food Poisoning,66,0.0,29-04-22,05-05-22,Under Surveillance,"was given on the importance of safe water and sanitation. Cases reported from SC Kuttamperur, PHC Mannar, CHC Pandanad, District Alappuzha. Cases presented with loose stools and vomiting. One water sample was sent for lab analysis and showed presence of coliforms. District RRT investigated the outbreak and all the cases were given symptomatic treatment and ORS sachets were distributed. Health education was given on the importance of safe water and hand hygiene."
Kerala,Thiruvanantha puram,Acute Diarrheal Disease,10,0.0,04-05-22,09-05-22,Under Control,"Cases reported from SC Kanyakulangara, FHC Vembayam, CHC Kanyakulangara, District Thiruvanathapuram. Cases presented with loose stools, abdominal pain and vomiting. No samples were collected. District RRT investigated the outbreak. All cases were symptomatically treated and ORS sachets were distributed. Health education was given on the importance of safe drinking water and hand hygiene. Cases reported from Porunnanure, CHC"
Kerala,Wayanad,Food Poisoning,13,0.0,03-05-22,05-05-22,Under Surveillance,"Panamaram, Panamaram Main Centre Panamaram, District Wayanad. Cases presented with fever, loose stools, and abdominal pain. Eight stool samples were collected and sent to MD Lab and no pathogenic organism was detected. Water samples were sent to KWA Kalpetta and showed presence of coliforms District RRT investigated the outbreak All cases were treated symptomatically and ORS sachets were distributed. Health education was given on the importance of safe drinking water and hand hygiene."
Kerala,Wayanad,Food Poisoning,16,0.0,02-05-22,03-05-22,Under Surveillance,"Cases reported from Village Kaniyambatta, SC Kambalakkad, PHC Varadoor, Block Thariyode, District Wayanad. Cases presented with loose stools, abdominal pain and vomiting. Water and food samples were collected and sent for lab analysis. Water samples showed no coliforms. Food samples showed presence of E.coli and Staphylococcus aureus. District RRT investigated the outbreak. All cases were symptomatically treated and ORS sachets were distributed. Health education was given on the importance of safe drinking water and hand hygiene."
Madhya Pradesh,Dewas,Food Poisoning,300,0.0,02-05-22,02-05-22,Completed,"Cases reported from Village Gurdiya, Block Barotha, District Dewas. Cases presented with vomiting, loose stools and abdominal pain. No samples were collected for lab analysis. District RRT investigated the outbreak. Cases had apparently consumed food in a wedding ceremony. Symptomatic treatment was given to all cases. Health education was given regarding importance of properly cooked food, food hygiene and sanitation."
Madhya Pradesh,Mandsaur,Acute Diarrheal Disease,254,0.0,07-05-22,08-05-22,Completed,"Cases reported from Village Neemthur Block- Sandhara, district Mandsaur. Cases presented with vomiting, loose stools and abdominal pain. No samples were collected for lab analysis. District RRT investigated the outbreak. Cases had apparently consumed food in a wedding ceremony. Symptomatic treatment was given to all cases. Health education was given regarding importance of properly cooked food, food hygiene and sanitation."
Odisha,Jajpur,Food poisoning,18,0.0,02-05-22,05-05-22,Completed,"Cases reported from Village Jhatipada Block Badachana CHC Barachana, District Jajpur. Cases presented with abdominal pain and loose stools. Two water samples were collected and sent to DPHL, Jajpur and both the samples were found potable for drinking. District RRT investigated the outbreak. All cases were treated symptomatically and ORS sachets were distributed. Health education was given on the importance of properly cooked food, food hygiene, safe drinking water and sanitation."
Odisha,Nabarangpur,Food poisoning,18,0.0,05-05-22,06-05-22,Completed,"Cases reported from Village Cheliabeda, Block Dabugaon, district Nabarangapur. Cases presented with abdominal pain and loose stools. Seven rectal swab samples and two water samples were sent to DPHL, Nabarangapur. All seven samples were found positive for Shigella and water samples were found unsafe for drinking. District RRT investigated the outbreak. Cases apparently consumed food in a wedding ceremony. All cases were treated symptomatically and ORS sachets were distributed. Health education was given on the importance of properly cooked food, food hygiene, safe drinking water and sanitation."
Punjab,S.A.S Nagar,Acute Diarrheal Disease,113,0.0,25-04-22,02-05-22,Completed,"Cases reported from Village Gazipur, Block Derabassi, Subcenter-Nagla SDH derabassi, District S.A.S Nagar. Cases presented with pain abdomen and loose stools. Two stool samples were collected and sent for lab analysis to DPHL, S.A.S. They showed no bacterial growth. Five blood samples were also sent for lab analysis and all were found non-reactive for Hepatitis A & E. Five water samples collected and were found potable. District RRT investigated the outbreak. Symptomatic treatment was given to all cases. Health education was given regarding importance of properly cooked food, food hygiene, safe drinking water and sanitation."
Tamil Nadu,Pudukkottai,Food Poisoning,41,0.0,05-05-22,09-05-22,Under Control,"Cases reported from Village Kothadivayal, HSC Rethinakottai, PHC Poovaimanager, Block Aranthangi, District Pudukottai-Aranthangi. Cases presented with loose stools, abdominal pain, and vomiting. Three stool samples were collected and sent to DPHL Aranthangi, no Enteropathogenic organism was found in any of the stool samples. District RRT investigated the outbreak and chlorination of the overhead tank was done. All cases were given symptomatic treatment and health education was given on the importance of safe drinking water and sanitation."
Tamil Nadu,Pudukkottai,Food Borne Illness,48,0.0,05-05-22,05-05-22,Completed,"Cases reported from Aranthangi, Village – Koothadivayal, District- Pudukkottai. Cases presented with vomiting following intake of Biriyani. Three stool samples were sent to DPHL Aranthangi. All of them were found negative for Salmonella, Shigella, and Vibrio cholera. One food sample was sent to KAPV Trichy and was found positive for Staphylococcus aureus by culture and sensitivity. District RRT investigated the outbreak. Symptomatic treatment was given to all cases. Cleaning of OHT and chlorination was done. Health education was given regarding importance of properly cooked food, food"
Tamil Nadu,Thanjavur,Chickenpox,05,0.0,03-05-22,04-05-22,Under Control,"hygiene and sanitation. Cases reported from Village Ward No-4, HSC Sholapuram TP, PHC Shpapuram, Block Kumbakonam, District Thanjavur. Cases presented with fever and vesicular rash. District RRT investigated the outbreak and house to house survey was conducted and isolation of cases was done. Affected houses were also disinfected and health education was given. Cases were reported from Village –"
Tamil Nadu,Thanjavur,Chickenpox,08,0.0,03-05-22,04-05-22,Completed,"Karuppamudaliyarkottai (Kamatchi amman kovil street, Subcenter – Karuppamudaliyarkottai, District Thanjavur. Cases presented with fever with vesicular rashes. Two water samples and three blood samples were sent to DPHL Thanjavur. Result awaited. District RRT investigated the outbreak. Symptomatic treatment was given to all cases. Door to Door surveillance was done and disinfection activities were carried out. Health education was imparted regarding importance of personal hygiene."
Tamil Nadu,Thiruvannamalai,Food Poisoning,18,0.0,03-05-22,04-05-22,Completed,"Cases were reported from Village – Malayampattu, district Thiruvannamalai. Cases presented with loose stools, abdominal pain and fever. Three water samples were sent to DPHL, Thiruvannamalai and were found unfit for drinking due to presence of coliform organisms. One food sample was sent to DPHL, Thiruvannamalai Kilpennathur and showed no growth. Six stool samples were sent to DPHL Thiruvannamalai Kilpennathur and were found negative for Solmonella, Shigella, and Vibrio cholera. District RRT investigated the outbreak. Cases were field workers who had apparently consumed fruit juices from a nearby shop. Symptomatic treatment was given to all cases. Health education was given regarding importance of properly cooked food, food"
Tamil Nadu,Thiruvannamalai,Food Poisoning,18,0.0,03-05-22,04-05-22,Under Surveillance,"hygiene and sanitation. Cases reported from Village Malayampattu, HSC Mullipattu, PHC Malayampattu, Block Thacthur, District Thiruvannamalai. Cases presented with fever, loose stools, and vomiting. One food, three water, and six stool samples were collected and sent to DPHL Thiruvannamalai Kilpennathur. All the water samples showed presence of coliforms. Food and stool samples did not show presence of any pathogenic organisms. District RRT investigated the outbreak and overhead tank chlorination was done. All cases were treated symptomatically and health education was given on the importance of safe drinking water and hand hygiene."
Tamil Nadu,Vellore,Acute Diarrheal Disease,15,0.0,07-05-22,07-05-22,Under Surveillance,"Cases reported from Village VIT Men’s Hostel, HSC Old Katpadi, PHC Pallikuppam, Block Vellore Corporation, District Vellore. Cases presented with loose stools, abdominal pain, and vomiting. Four water samples were collected and sent to DPHL Walajah Vellore for bacteriological analysis and all of them were found to be non-potable. District RRT investigated the outbreak. All cases were given symptomatic treatment and health education was given on the importance of safe drinking water and sanitation."
Uttarakhand,Almora,Measles,08,0.0,02-05-22,08-05-22,Under Surveillance,"Cases reported from Village Sakmyariu, PO Dalokit, Block Bhasisiyacheena, District Almora. Cases presented with fever and rash. Five blood samples were collected and sent to GMC Haldwani for Measles IgM ELISA and one out of the five samples tested positive for measles. Seven out of eight children were vaccinated for Measles. Immunization status of one case is unknown. District RRT investigated the outbreak and all cases were treated symptomatically. Health education was given on the importance of vaccination."
Uttarakhand,Almora,Measles,08,0.0,02-05-22,03-05-22,Completed,"Cases reported from Village Saknyari, PO Nagarkhan, PHC Barechhina, Block Bhainsiachhana, District Almora. Cases presented with fever and rashes. District RRT investigated the outbreak. Five blood samples were sent for lab analysis to GMC Haldwani, out of which one sample was found positive for Measles by IgM ELISA. All the five cases were vaccinated by MR vaccine. District RRT investigated the outbreak and all cases were treated symptomatically. Health education was given on the importance of vaccination."
Uttar Pradesh,Fatehpur,Chickenpox,03,0.0,06-05-22,06-05-22,Completed,"Cases reported from Village Janikpur, District Fatehpur. Cases presented with fever & rashes. Three blood samples were sent for lab analysis and one was found positive for Varicella Zoster virus by IgM ELISA. District RRT investigated the outbreak. Symptomatic treatment was given to all cases. Door to Door surveillance was done and disinfection activities were carried out. Health education was imparted regarding importance of personal hygiene."
West Bengal,Paschim Medinipur,Food Poisoning,253,0.0,02-05-22,02-05-22,Under Surveillance,"Cases reported from Village/PO Kiyamacha, SSK Kiyamacha, GP Gohaldanga, Block Garhbeta, District Paschim Medinipur. Cases presented with loose stools, abdominal pain, and vomiting. Two rectal swabs were collected and sent to MMCH, Result awaited. District RRT investigated the outbreak and house to house survey was conducted. All cases were given symptomatic treatment and health education was given on the importance of safe drinking water and sanitation."
West Bengal,South 24 Parganas,Food Poisoning,195,0.0,05-05-22,10-05-22,Under Surveillance,"Cases reported from Village Shyamnagar (Mondal Para), SC Shyamnagar, GP Deulbari, Block Kultali, District South 24 Parganas. Cases presented with loose stools, abdominal pain, and vomiting. Five food samples were collected and sent to IPGMER. None of the samples showed presence of any pathogenic organism. District RRT investigated the outbreak and house to house survey was conducted. All cases were given symptomatic treatment and health education was given on the importance of safe drinking water and hand hygiene."
Jharkhand,DISEASE OUTBREAKS OF PREVIOUS WEEKS REPORTED LATE East Singhbhum,Malaria,37,1.0,21-04-,22 Completed,"Cases reported Bankisole, presented samples were sent to CHC Dumaria, East Singhbhum for lab analysis, out of which 37 were found positive for Plasmodium investigated the outbreak. done. The deceased case was a 4 year old male. education control measures.","from Village- Hathnabera, Sub Center- CHC Dumaria, district- East Singhbhum. Cases with severe weakness and fever. 201 blood falciparum by RDK. District RRT House to house fever survey Health was given regarding importance of vector"
Kerala,Kottayam,Food Poisoning,13,0.0,22-03-,Under 22 Surveillance,"Cases reported Parathodu, C/O Surendram, Pambadath House, Parathodu, Kottayam, District Kottayam. Cases presented with loose stools and vomiting. Water samples and stool samples were collected and sent RRT investigated symptomatically treated and ORS sachets were distributed. Health education was given on the importance of safe drinking water and hand hygiene.","from CHC Erumeli, Ward-5, PHC for lab analysis. Result awaited. District the outbreak. All cases were"
Punjab,Kapurthala,Acute Diarrheal Disease,11,0.0,25-04-,22 Completed,"Cases were Phagwara) presented with loose stools and abdominal pain. Four water samples were collected and sent for lab analysis to DPHL, Kapurthala. bacteriological contamination. District RRT investigated the outbreak. cases. Health e properly cooked food, food hygiene and sanitation.","reported from Village Satnampura (Urban Block Phagwara, DH Phagwara. Cases Out of these two water samples showed Symptomatic treatment was given to all ducation was given regarding importance of"
Arunachal Pradesh,West Siang,Food Poisoning,03,0.0,09-05-2022,13-05-2022,Under Control,"Cases reported from Karpu Kendra Vidyalaya, Bogdo Colony, Aalo, District – West Siang. Cases presented with loose stools and vomiting. District RRT investigated the outbreak and house to house survey was conducted. All cases were given symptomatic treatment and ORS sachets were distributed. Health education was given on the importance of safe drinking water and hand hygiene. Cases reported from Village/HWC Soru Radhaati,"
Assam,Nagaon,Leptospirosis,02,0.0,07-05-22,09-05-22,Under Control,"BPHC Dagaon, District Nagaon. Case presented with fever, malaise, chills and vomiting. Three Serum samples were collected and sent to DPHL, Nagaon. For bacteriological analysis. One serum sample out of three samples was found positive for Leptospira by IgM ELISA. District RRT investigated the outbreak and house to house survey was conducted. All cases were given symptomatic treatment Health education was given on the importance of safe drinking water"
Bihar,Supaul,Food Poisoning,23,0.0,10-05-22,14-05-22,Under Control,"and hand hygiene. Cases reported from village Rajwara panchayat, SC Chhatapur, District Supaul Cases presented with vomiting and abdominal pain. District RRT investigated the outbreak and house to house survey was conducted. All cases were given symptomatic management. Health education given on the importance of safe drinking water and hand hygiene."
Chhatisgarh,Gariyaband,Acute Diarrheal Disease,33,0.0,13-05-2022,14-05-2022,Under Control,"Cases reported from Village Gariba Sub center- Kuchenga PHC-Shobha, Disatrict Gariyaband. Cases presented with loose stools and abdominal pain. One stool sample was collected and sent to Medical college Raipur for stool culture. No Enteropathogenic organism was found.in the sample. District RRT investigated the outbreak and house to house survey was conducted. All cases were given symptomatic treatment. Health education was given on the importance of safe drinking water and hand hygiene"
Chhatisgarh,Janjgir Champa,Acute Diarrheal Disease,57,0.0,07-05-2022,10-05-2022,Under Control,"Cases reported from Village Salkhan PHC- Saikhan, District Janjgir Champa Cases presented with loose stools, fever, vomiting and abdominal pain. District RRT investigated the outbreak and house to house survey was conducted. Chlorine tablets distributed among households. All cases were given symptomatic treatment. Health education was given on the importance of safe drinking water and sanitation. Cases reported from Village Devsar, Mandir"
Gujarat,Navsari,Acute Diarrheal Disease,47,0.0,15-05-2022,15-05-2022,Under Control,"Falia, subcenter Devsar, PHC Bigri, Taluka Gandevi, District Navsari. Cases presented with loose stools, vomiting, and abdominal pain. Two water and two stool samples were collected and sent to DPHL Navsari for bacteriological analysis. Klebsiella and Pseudomonas were isolated in stool culture. District RRT investigated the outbreak and house to house survey was conducted. All cases were given symptomatic treatment. Health education was given on the importance of safe drinking water and sanitation."
