state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Maharashtra,Nanded,Poisoning Food,77,0,08-02-2025,10-02-2025,Surveillance Under,"outbreak. All the cases developed the symptoms after having food in school. Food samples found unsuitable for consumption. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation Cases were reported from Bajaj Institute of Technology, Village Pipri (CT), Sub-District Wardha, District Wardha. Cases presented with loose stools, pain abdomen and vomiting. District RRT"
Maharashtra,Nagpur,Diarrheal Disease,51,0,07-02-2025,10-02-2025,Control,unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Pipeline leakage was found and repaired. Community awareness and health education given by peripheral team on hygiene and sanitation
Maharashtra,Wardha,Poisoning Acute,29,0,10-02-2025,11-02-2025,Surveillance Under,"investigated the outbreak. All the cases developed the symptoms after having food in their hostel provided by a vendor. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation Cases were reported from Village Nongspung, Sub-District Mawphlang, District East Khasi Hills. Cases presented with loose stools and vomiting. 2 stool samples and 2 water samples were collected and sent to ICMR-RMRC"
Pradesh Madhya,Chhatarpur,Rubella,1,1,13-02-2025,13-02-2025,Surveillance Under,"Banda. District RRT investigated the outbreak. Cases treated symptomatically. She expired on 28-01-2025 due to aspiration with respiratory failure. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation. Cases were reported from Village Gada Sarai Mal, Sub-District Bajag, District Dindori. Cases presented with pain abdomen, nausea, vomiting, jaundice. 4 water samples were collected and sent to NSCB Medical college."
Pradesh,Dindori,Jaundice,5,0,13-02-2025,13-02-2025,Surveillance,One water sample found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation.
Pradesh,Shahdol,Hepatitis A,3,0,10-02-2025,11-02-2025,Surveillance Under,"positive for Hepatitis A IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported during routine surveillance from village Chatari, Sub-District Patur, District Akola. Cases presented with fever. Out of 101 blood samples 30 samples"
Odisha,Anugul,Poisoning,96,0,10-02-2025,10-02-2025,Control Under,"potable purpose (Citrobacter detected). District RRT investigated the outbreak. Cases treated symptomatically. All the cases developed the symptoms after eating food in a marriage function. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Belapanka, Sub-District Badagada, District Ganjam. Cases presented with fever with rash. 5 blood samples were collected and sent to ICMR- RMRC, Bhubneshwar. 3 samples found positive for Measles IgM by ELISA. District"
Odisha,Ganjam,Measles Acute,21,0,11-02-2025,11-02-2025,Surveillance Under,"RRT investigated the outbreak. Age group of the affected cases was 5-14 years. Cases treated symptomatically. Vitamin A solution was given to them. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation Cases were reported from Village Badalipandi, Sub-District Nandapur, District Koraput. Cases presented with abdominal pain and vomiting. 1 rectal swab and 3 water samples were collected and sent to DPHL Koraput. Rectal swab did"
Odisha,Koraput,Diarrheal Disease,34,0,10-02-2025,11-02-2025,Control,"not show growth of any pathogenic organism, water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Odisha Uttar,Nabarangpur Gautam Buddha,Poisoning Acute,16,0,14-01-2025,Control Under,"treated symptoms after eating food in a family function. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from three societies Supertech Eco Village-1, Greater Noida, District Gautam Buddha Nagar during the survey. Cases presented with loose stools and vomiting.",symptomatically. All the cases developed the Arihant and Panchsheel Hynish Society of
Rajasthan,Jalore,Diarrheal Disease,22,0,08-02-2025,12-02-2025,Control Under,"outbreak. Cases were treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Village Pillamanayakanpatty, Sub-District Dindigul East, District Dindigul. Cases presented with swelling and pain in parotid gland with mild fever. 2 blood sample sand 2 thraot swabs were collected and sent to Kings Institute, Guindy."
Tamil Nadu,Dindigul,Mumps,6,0,13-02-2025,15-02-2025,Surveillance Under,"Blood samples came positive for Mumps IgM by ELISA and throat swabs found positive for Mumps by RT-PCR. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Melasaloor, Sub-District Sivaganga, District Sivaganga. Cases presented with jaundice. 3 blood samples were collected and sent to DPHL, Sembanur. All 3 samples found positive"
Tamil Nadu,Sivaganga,Hepatitis A,5,0,10-02-2025,11-02-2025,Surveillance,Hepatitis A IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Cases were of the age group of 6-10 years. Community awareness and health education given by peripheral team on hygiene and sanitation.
Tamil Nadu,Villupuram Dadra And,Chickenpox Acute,11,0,11-02-2025,14-02-2025,Surveillance Under,"3 samples found positive for the Varicella Zoster IgM by ELISA. District RRT investigated the outbreak. Age group of the affected cases was 6-15 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Government National Law University Girls & Boys Hostel, Ward 12, Silvassa, Sub-District Dadra & Nagar Haveli, District Dadra & Nagar Haveli. Cases presented with vomiting and loose stools. 2 stool samples found negative for"
Pradesh,Nagar,Chickenpox,22,0,10-02-2025,11-02-2025,Surveillance,the affected cases was 1-36 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation.
Pradesh,"Nagar th March, 2020. The States have been reporting the COVID-19 cases and deaths on a real-time basis and the same was being updated on the website of",Diarrheal Disease,334 COVID-19 STATUS,0,04-02-2025,Surveillance,District symptomatically. education sanitation.,RRT investigated the outbreak. Cases treated Community awareness and health given by peripheral team on hygiene and
Pradesh Uttar,Moradabad,Poisoning Food,39,0,11-02-2025,11-02-2025,Surveillance Under,"District hospital. All the cases developed the symptoms after eating food in an engagement party on 10-02-2025. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Miranpur Naya Gao District Muzaffarnagar. Cases presented with loose stools, vomiting and pain abdomen. District RRT investigated the outbreak. Cases"
Pradesh,Muzaffarnagar,Poisoning Food,29,0,10-02-2025,13-02-2025,Control Under,"treated at District hospital. All the cases developed the symptoms after eating food in a baraat. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Kalikapur, Sub-District Garbeta - I, District Medinipur West. Cases presented with loose stools, fever and vomiting. District RRT investigated the"
West Bengal Name of State-UT Andhra,Medinipur West OUTBREAKS OF PREVIOUS WEEKS REPORTED LATE Name of District Parvathipuram,Poisoning Disease- Illness Acute,21 No. of Cases,0 No. of Deaths,11-02-2025 Date of Start Outbreak,12-02-2025 Current Status Under,"Control Comments- Action Taken Cases were reported from Village Kurupam Sub-District Kurupam, District Parvathipuram Manyam. Cases presented with loose motion. District RRT",outbreak. Cases treated symptomatically. All the cases developed the symptoms after eating food in a social gathering. Community awareness and health education given by peripheral team on hygiene and sanitation. investigated the outbreak.
Pradesh Andhra,Taraka Rama Rao,Poisoning Food,9,0,20-02-2025,22-02-2025,Surveillance Under,"Siddhartha Medical College, Vijayawada and 2 water samples were also collected. District RRT investigated the outbreak. Cases treated symptomatically. Cases were treated at CHC Myalavaram. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from a medical camp at a school in Anandhapuram, Sachivalayam, Velampeta area, Sub-District Pendurthi, District Visakhapatanam. Cases presented with loose stools and vomiting. All the cases developed the symptoms after eating dinner in a farewell party on 18-02-2025. Four water"
Pradesh Arunachal,Sriramulu Nellore,Poisoning,10,0,24-01-2025,Control Under,"place. Water samples sent for testing, were found to be fit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Cases were treated at ACSR GG Hospital. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases Yingkiong Town, Sub-District: A.Konduru, District: Upper Siang. A 6 year old male presented with complaints of fever and pain in lower limbs at the District Hospital Yingkiong on 10th February 2025. There is history of dog bite on leg by a domestic dog in the month of January 2025. The dog","were reported from DH Yingkiong, Village:"
Pradesh,Visakhapatanam,Poisoning,8,0,20-02-2025,22-02-2025,Surveillance,"samples were collected and sent to Regional Laboratory, Visakhapatnam and all samples were found to be fit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Pradesh,Upper Siang,Rabies,1,1,11-02-2025,Control Under,"was fully vaccinated. The case was clinically diagnosed as Rabies. He did not receive any Post-exposure prophylaxis. District awareness and health education given by peripheral team on control expired on 14th February 2025 at BPGH Pasighat, East Siang District. Cases were reported from Sub-District: Dharsiwa, District: Raipur. Cases presented with fever. Total 10 serum samples were collected and sent to Hamar Lab Raipur, out of which 9","RRT investigated the outbreak. Community measures, hygiene and sanitation. The patient"
Assam,Kamrup Metro,Typhoid Food,5,0,20-02-2025,20-02-2025,Control Under,"test). Three water samples were collected and sent to DPHL Sonapur, which were found to be unsatisfactory for drinking. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Samaguri BPHC, Village: Borbali Tup, Sub-District: Samaguri, District: Nagaon. Cases presented with loose motion, fever, vomiting and pain abdomen after attending a religious gathering on 15.02.2025 and 16.02.2025. Total 3 rectal swab & 2 water samples were collected and sent to DPHL"
Assam,Nagaon,Poisoning,16,0,18-02-2025,18-02-2025,Control Under,"Nagaon. All 3 rectal swab samples were negative for any entero-pathogen after overnight aerobic incubation. Both the water samples were found to be unsatisfactory for drinking (Class-IV category) in MPN Test. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from a school in Kaldi under Mukalmua BPHC, Bartola MPHC, Sub- District: Barkhetri, District: Nalbari. Cases presented with fever with rash. The affected age group was 1-45 years. All"
Assam,Nalbari,Chickenpox,11,0,21-02-2025,23-02-2025,Surveillance,"cases were diagnosed clinically. The infected students were isolated. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Assam,Nalbari,Chickenpox Acute,5,0,14-02-2025,17-02-2025,Surveillance Under,"blood samples were sent to DPHL Nalbari, both were positive for Chickenpox IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Village: Chari Duar Gaon, Sub-District: Chariduar, District: Sonitpur. Health Facility: Chariduar. Cases presented with diarrhea. The most affected age group"
Assam,Sonitpur,Diarrheal Disease Fever with,16,0,20-02-2025,20-02-2025,Surveillance Under,"was 31-50 years. Three rectal swabs and 3 water samples were collected & sent to DPHL. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Village Bhawanandpur, Sub-District Birpur, District Begusarai. Cases presented with fever with"
Bihar,Begusarai,Rash Fever with,14,0,18-02-2025,20-02-2025,Surveillance Under,"rash. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Ghaghra, Sub-District Bakhri, District Begusarai. Cases presented with fever with rash. Age group of the affected cases was 1-44 years. Eight blood samples were collected and sent to AIIMS,"
Bihar,Begusarai,Rash,12,0,18-02-2025,18-02-2025,Surveillance,"Patna. All the samples were negative for Measles IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Vitamin A solution was given to susceptible. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation."
Bihar,Madhepura Pashchim,Rash Fever with,14,0,18-02-2025,18-02-2025,Surveillance Under,"and sent to AIIMS, Patna. District RRT investigated the outbreak. Cases treated symptomatically. Vitamin A solution was given to susceptible. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation. Cases were reported from Village Machhar Ganw, Sub-District Jogapatti, District Pashchim Champaran. Cases presented with fever with rash. Age group of the affected cases was 4-10 years. Four blood samples were collected and sent to AIIMS, Patna. All the"
Bihar,Champaran,Rash,10,0,17-02-2025,21-02-2025,Surveillance Under,"samples were negative for Measles IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Vitamin A solution was given to susceptible. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation. Cases were reported from PHC Vadadla, Village: Dharmaj, Sub-District: Petlad, District: Anand. Cases presented with jaundice. The affected age group was 1 to 30 years. Total 20 blood samples were collected & sent to BJMC Ahmedabad, SSGH Vadodara & DPHL Anand, out of which 10 were positive"
Chhattisgarh,Raipur,Typhoid,11,0,21-01-2025,Control,"were positive for Salmonella typhi on Widal. District RRT investigated Community peripheral team on control measures, hygiene and sanitation.",the outbreak. Symptomatic treatment given. awareness and health education given by
Gujarat,Anand,Hepatitis A,57,0,18-02-2025,19-02-2025,Surveillance,"for Hepatitis A. also, 9 water samples were sent for bacteriological examination at BJMC Ahmedabad & DPHL Anand, out of which 5 were found to be unsatisfactory for drinking (2 were positive for Klebsiella & 3 for fecal E.coli). District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Gujarat,Gandhinagar,Poisoning,29,0,11-02-2025,17-02-2025,Control Under,"15-44 years. Water sample was sent to GMERS Gandhinagar, which showed 92 MPN/100ML on analysis. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from PHC Hadiyana, Village: Anada, Sub-District: Jodiya, District: Jamnagar. Cases presented with fever and rash. Two serum samples were collected and sent to BJMC Ahmedabad, out of which one was"
Gujarat,Jamnagar,Measles,4,0,21-02-2025,21-02-2025,Surveillance Under,"positive for Measles IgM by ELISA. All other cases were diagnosed clinically. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Village Durgapur, Sub-District Shikaripara, District Dumka. Cases presented with fever with rash. Age group of the affected cases was 7-31 years. Three blood samples were collected and sent to"
Jharkhand,Dumka,Chickenpox,12,0,17-02-2025,18-02-2025,Surveillance,DPHL Dumka. All the samples were positive for Varicella Zoster IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation.
Jharkhand,Hazaribagh,Chickenpox,8,0,18-02-2025,18-02-2025,Surveillance Under,"Dumka, out of which 8 samples were positive for Varicella Zoster IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Yadahalli PHC, Village: Yadahalli, Sub-District: Mudhol, District: Bagalkot. Cases presented with maculo-papular vesicular rashes. All cases were below 7 years of age. Five serum samples have been collected and sent to SIMS, out of"
Jharkhand,Koderma,Chickenpox,10,0,21-01-2025,Surveillance Under,"collected Varicella Zoster IgM by ELISA. the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases Malappuram. headache, and vomiting.","and tested. All the samples were positive for District RRT investigated were reported from PHC Nediyiruppu, District: Cases presented with fever, abdominal pain, Five blood samples were sent to"
Kerala,Alappuzha,Fever,2,0,13-02-2025,21-02-2025,Surveillance Under,"Vandanam, which was positive for West Nile IgM. Total 32 serum samples were collected & sent for testing, out of which 1 family contact was positive for West Nile IgM. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation. Cases were reported from FHC Thiruvaniyoor, Village: Chavara, Sub-District: Kunnathunad, District: Ernakulam. Cases presented with jaundice. Three blood samples were collected"
Kerala,Ernakulam,Hepatitis A,13,0,21-02-2025,21-02-2025,Surveillance Under,"and sent to RPHL, all were positive for Hepatitis A IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from FHC Karumalloor, Village: Karumalloor, Sub-District: Paravur, District: Ernakulam. Cases presented with jaundice. Age group of the affected cases was 25 to 50 years. Two blood samples were sent"
Kerala,Ernakulam,Hepatitis A,14,1,20-02-2025,21-02-2025,Surveillance,"to RPHL, both were positive for Hepatitis A IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. One death has occurred due to the illness."
Kerala,Ernakulam,Chickenpox,27,0,20-02-2025,20-02-2025,Surveillance Under,"45 to 60 years. All cases were diagnosed clinically. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from CHC Karunapuram, Village: Karunapuram, Sub-District: Udumbanchola, District: Idukki. Cases presented with fever with painful swelling in"
Kerala,Idukki,Mumps,9,0,22-02-2025,22-02-2025,Control Under,"the jaw. Affected cases were within the age group of 6-14 years. All cases were diagnosed clinically. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from UPHC Parakkadvu, Village: Thodupuzha, Sub-District: Thodupuzha, District: Idukki. Cases presented with fever with painful swelling in the jaw."
Kerala,Idukki,Mumps,20,0,21-02-2025,22-02-2025,Control,"Affected cases were within the age group of 10-15 years. All cases were diagnosed clinically. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Kerala,Kannur,Hepatitis A,27,0,21-02-2025,22-02-2025,Surveillance Under,"testing, all were positive for HAV IgM by ELISA. Two water samples were sent to KWA Payannur for bacteriological study, which showed absence of Coliforms. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from PHC Mangattidam, Sub-District: Thalassery, District: Kannur. A 30 year old male presented with fever, body aches, and inguinal swelling followed by maculopapular eruptions. Sample was"
Kerala,Kannur,Mpox,1,0,15-02-2025,19-02-2025,Surveillance Under,"collected & sent to NIV Pune, which was positive for MPox (Clade1). District RRT investigated the outbreak. The patient was isolated at his home. Contact tracing and surveillance was done. Implemented active surveillance to detect any additional cases and prevent further spread. Cases were reported from a school in Village: Poovarany, FHC Meenachil, Sub-District: Meenachil, District: Kottayam. Cases presented with fever, swelling of parotid gland"
Kerala,Kottayam,Mumps,13,0,17-02-2025,17-02-2025,Surveillance,"and ear pain. The affected cases were in the age group of 4-5 years. All cases were diagnosed clinically. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Kerala,Malappuram,Gastroenterit is,51,0,18-02-2025,22-02-2025,Surveillance Under,"years. One stool sample was collected and tested positive for Norovirus at SPHL Thiruvanathapuram. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from UPHC Malappuram (Panakad), Village: Malappuram, Sub-District: Ernad, District: Malappuram. Cases presented with jaundice. Two blood samples were sent to"
Kerala,Malappuram,Hepatitis A,18,0,07-02-2025,18-02-2025,Surveillance Under,"PH Lab Malappuram, both were positive for HAV IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from PHC Ongalur, Sub- District: Pattambi, District: Palakkad. Cases presented with jaundice. Nine blood samples were collected and sent to State Public Health Laboratory, out of which 2 were positive for HAV IgM by ELISA. Four water samples"
Kerala Uttar,Malappuram,Hepatitis A Food,62,0,12-01-2025,Surveillance Under,"DPHL Malappuram, out of which 2 were positive for HAV IgM by ELISA. Community peripheral team on control measures, hygiene and sanitation. Cases of loose motion, vomiting and abdominal pain were reported from Patel Nagar, Gonda City, District Gonda after consumption of food in an engagement ceremony.",District RRT investigated the outbreak. awareness and health education given by District
Kerala,Palakkad,Hepatitis A,40,0,19-02-2025,20-02-2025,Surveillance,"were collected and sent to Kerala Water Authority Laboratory in Pattambi for analysis. Out of these, three samples showed presence of Coliforms and E.coli. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Kerala,uram,Mpox,1,0,18-02-2025,19-02-2025,Surveillance Under,"body associated with fever and tonsillitis. One sample was sent to regional designated lab for MPox, Microbiology, MCH TVM, which came positive for MPox. District RRT investigated the outbreak. Contact tracing and surveillance was done. Implemented active surveillance to detect any additional cases and prevent further spread. Cases were reported from FHC Varantharappilly, Village: Varandarappilly, Sub-District: Chalakkudy, District: Thrissur. Cases presented with fever, body pain, and painful pustules. One samples was sent to VRDL, MCH, Thrissur, which came positive"
Kerala,Thrissur,Mpox Acute,1,0,18-02-2025,19-02-2025,Surveillance Under,"for MPox (Monkeypox) by RT-PCR on 18-02- 2025. The patient was advised strict home isolation. District RRT investigated the outbreak. Contact tracing and surveillance was done. Implemented active surveillance to detect any additional cases and prevent further spread. Cases were reported from CHC Panamaram, Village: Anchukunnu, Sub-District: Mananthavady, District: Wayanad. Cases presented with vomiting, diarrhea, fever, and"
Kerala,Wayanad,Diarrheal Disease,8,0,21-02-2025,21-02-2025,Surveillance,"headache. Water samples were tested at KWA and all were negative for Coliforms. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Kerala,Wayanad,Hepatitis A,12,0,15-02-2025,19-02-2025,Surveillance Under,"blood sample was sent for testing, which tested positive for Hepatitis A. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from a school under GH Kalpetta, Village: Kalpetta, Sub-District: Vythiri, District: Wayanad. Cases presented with fever, throat pain, swelling in parotid area. The affected age group was 4-6 years. All"
Kerala,Wayanad,Mumps Food,24,0,15-02-2025,19-02-2025,Surveillance Under,"cases were diagnosed clinically. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from CHC Panamaram, Village: Padinharethara, Sub-District: Mananthavady, District: Wayanad. Cases"
Kerala,Wayanad,Poisoning,9,0,15-02-2025,19-02-2025,Surveillance,"presented with loose stools after attending a religious gathering. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Karnataka,Bagalkot,Chickenpox Food,7,0,18-02-2025,19-02-2025,Control Under,"which 4 were positive for Chickenpox (Varicella Zoster) IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Village: Batlahalli, Sub-District: Chintamani, District: Chikballapur. Cases presented with vomiting and diarrhea after consumption of food from a common kitchen. The affected age group was 3-56 years. Two stool and 2 water samples were collected and sent to DPHL Chickaballapura. Both stool samples were"
Karnataka,Chikballapur,Poisoning,17,0,22-02-2025,23-02-2025,Control,"negative for any entero-pathogen on culture and water samples were found to be potable by H2S method. All were treated at Batlahalli CHC and Chinthamani General Hospital. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Meghalaya,Hills,Chickenpox,10,0,18-02-2025,18-02-2025,Surveillance Under,"RMRC, Dibrugarh, Assam. Four samples tested positive for Varicella-Zoster Virus (Chickenpox) IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported in Chibra Songma Village under Babadam PHC in Rongram Block. Cases presented with fever and maculopapular rashes. The affected age group was 4-27 years."
Meghalaya,West Garo Hills,Chickenpox,11,0,20-02-2025,21-02-2025,Surveillance,"All cases were diagnosed clinically. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Maharashtra,Kolhapur,Hepatitis A,25,0,19-02-2025,19-02-2025,Surveillance,"out of which 8 serum samples were positive for Anti-HAV IgM by ELISA and 5 water samples were found to be contaminated. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Maharashtra,Sangli South West Garo,Hepatitis A,12,0,18-02-2025,20-02-2025,Surveillance Under,"Miraj, out of which 1 was positive for Anti- HAV IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Death of a 14 year old female has occurred due to Acute Hepatitis A. Cases were reported from Chondon Nokat Village under Belbari PHC, Betasing Block. Cases presented with fever and maculopapular rashes. The affected age group was 2-12 years. Five blood samples were sent to ICMR-"
Pradesh Madhya,Dhar,Typhoid Acute,59,0,19-02-2025,19-02-2025,Surveillance Under,"samples were sent to PHE Department Dhar and DPHL Indore, both were found to be unsatisfactory. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. The cause of the outbreak is believed to be contaminated water. Cases were reported from PHC Sutanganj, CH Begumgan, Village: Naigadhiya, Sub-District: Begamganj, District: Raisen. Cases presented with diarrhea. The affected age group was 5-60"
Pradesh,Raisen,Diarrheal Disease,10,0,20-02-2025,21-02-2025,Surveillance Under,"years. Water sample was collected by PHE, which was found to be potable. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from PHC Ispurli, Village: Nigave Khalsa, Sub-District: Karvir, District: Kolhapur. Cases presented with fever, vomiting, loss of appetite. All age groups were affected. Total 22 serum and 12 water samples were sent to SSH CPRH, NIV Pune & DPHL,"
Odisha,Cuttack,Poisoning,86,0,17-02-2025,17-02-2025,Surveillance Under,"sent to DPHL Cuttack. Water samples were found to be positive for H2S and no entero- pathogenic organism was found in rectal swabs. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from an ashram school in Village: Pipilikani, Sub-District: Banaharapali, District: Jharsuguda. Cases presented with fever with rash. The most affected age group"
Odisha,Jharsuguda,Chickenpox Food,26,0,19-02-2025,19-02-2025,Surveillance Under,"was 5-14 years. All cases were diagnosed clinically. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from CHC Pandripani, Sub-District: Malkangiri, District: Malkangiri. Cases presented with loose motion and vomiting after consumption of ffod from a common kitchen. The affected cases were less than 15 years of age. Two Rectal Swabs and 2 water samples were collected & sent to DPHL"
