state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Kerala,Kannur,Acute Diarrheal Disease,16,0,09-12-20,,Under Control,"Cases reported from Villages Kunnothuparamba and Thripangottur, SC Kallikandy and Cheruparamba, PHC Thripangottur and PHC Kunnothuparamba. District RRT investigated the outbreak. House to house survey done. Stool samples collected and sent to GMC Calicut. All cases treated symptomatically. Super chlorination of water sources done. ORS packets were distributed in the community. IEC done regarding safe drinking water and personal hygiene."
Maharashtra,Kolhapur,Acute Diarrheal Disease,72,0,07-12-20,,Under Control,"Cases reported from Boriwade, SC Boriwade, PHC Borpadale, Block Panhala. District RRT investigated the outbreak. House to house survey done. Out of 18 water sample collected; 5 samples were not potable. Stool sample collected was negative for cholera culture. All cases treated symptomatically. Health education given."
Maharashtra,Satara,Acute Diarrheal Disease,116,0,07-12-20,,Under Control,"Cases reported from Village/SC Vihe, PHC Malharpeth, Block Patan. District RRT investigated the outbreak. House to house survey done. 5 stool sample collected sent to Civil Lab (sentinel) was negative for cholera culture. All cases treated symptomatically. Health education given."
Andhra Pradesh,Anantapur,Food Poisoning,13,0,03-01-21,05-01-21,Under Control,"Cases reported from Mandly, Village/SC Mandal, PHC Somandepalli, Somadepalli (M).All cases had history of consumption of food in a ceremony. 07 water samples were collected & sent to Regional Public Health Lab, Kurnool and 06 stool samples were collected and sent to Dept. Of Microbiology, Govt. General Hospital, Anantapur. No pathogenic bacteria was grown"
Meghalaya,East Jaintia Hills,Chickenpox,10,0,02-01-21,04-01-21,Under Surveillance,"Cases reported from Moolamylliang Village/SC, Saipung Block, Sutnga CHC, presented with fever with polymorphic rashes all over body & face. District RRT investigated the outbreak. Health Education was given."
Maharashtra,Amravati,Acute Diarrheal Disease,53,0,28-12-20,31-12-20,Under Surveillance,"after 48 hours of aerobic incubation. Cases reported from Village Shingnapur, PHC Chandrapur, Block Daryapur. District RRT investigated the outbreak. Health Education was given regarding cleanliness and hygiene in the village."
Madhya Pradesh,Morena,Food Poisoning,07,0,27-12-20,02-01-21,Under Surveillance,"Cases reported from Village Talkapura, SHC Shithri, CHC Pahadgarh, presented with loose motion and vomiting. 07 children were affected (02-M & 05-F). District RRT investigated the outbreak. Health Education was given regarding regular hand washing."
Mizoram,Serchhip,Acute Diarrheal Disease,36,0,26-12-20,30-12-20,Under Surveillance,"Cases reported from Chhiahtlang, Block Serchhip. 36 people having Acute diarrheal disease were inspected. District RRT investigated the outbreak. Health Education was given regarding pre-boiling of water for drinking."
Odisha,Rayagada,Acute Diarrheal Disease,31,0,03-01-21,05-01-21,Under Control,"Cases reported from Village M Pitesu (Adibasi Sahi), SC S Pitesu, CHC/Block Kolanara. District RRT investigated the outbreak. Health Education was given regarding personal cleanliness was done."
Tamil Nadu,Thanjavur,Food Borne Illness,05,0,29-12-20,29-12-20,Under Surveillance,"Cases reported from Village Anoor, HSC Athiyur, PHC Kothangudi, Block Kumbakonam. District RRT investigated the outbreak. Health Education was given regarding personal hygiene."
Assam,Tinsukia,Leptospirosis,01,0,14-12-20,,31-12-20,"A 43 year old female from Village Hijuguri, SC Dhekiajuri, BPHC Hapjan. presented with high fever with headache followed by myalgia. Blood sample tested positive for Leptospira by IgM ELISA. District RRT investigated the outbreak. Health Education was given regarding leptospirosis."
Maharashtra,Beed,Chikungunya,10,0,16-10-20,,31-12-20,"Cases were reported from Ananadwadi PHC Yelambghat. 05 blood samples were collected for Dengue & Chikungunya test, out of which 02 samples tested positive for Chikungunya by IgM ELISA. Breeding sites of aedes mosquito were observed. District RRT investigated the outbreak. Health Education was given."
Maharashtra,Beed,Fever,41,0,07-12-20,,31-12-20,"Cases reported from Babhuldara tanda PHC Chaklamba Tq Georai. 10 blood samples were taken, all were found negative for Dengue & Chikungunya. District RRT investigated the outbreak. Health Education was given."
Maharashtra,Beed,Chikungunya,15,0,16-09-20,,31-12-20,"Cases reported from Mochipimpalgaon, PHC Nalwandi Tq Beed. 15 samples were collected for Dengue & Chikungunya test, out of which 07 samples were found positive for Chikungunya by IgM ELISA. District RRT investigated the outbreak. Health Education was given regarding Chikungunya."
Maharashtra,Parbhani,Acute Diarrheal Disease,66,0,05-10-20,,31-12-20,"Cases reported from Village Nandgaon, PHC Walur, Block Selu.12 water samples sent for test; 07 samples found contaminated. District RRT investigated the outbreak. Health Education was given regarding purification of water."
Maharashtra,Parbhani,Fever,30,1,27-10-20,,31-12-20,"Cases reported from Village & PHC Pedgaon, Block Parbhani. 29 blood samples were collected; serum sample collected was negative for Dengue. Out of 1260 (houses) and 3780 (containers), 175 containers had confirmed breeding sites of Aedes Mosquito Larva. District RRT investigated the outbreak. Health Education was given regarding fogging and abating measures. The deceased was a 55 year old female. Multiple cases were reported from Village Mhatrepada, SC"
Maharashtra,Thane,Leptospirosis,04,1,12-11-20,,29-12-20,"Hedutane, PHC Nilje; Village Kalambad, SC Palu, PHC Dhasai, Taluka Murbad; Village & SC Sapgaon, PHC Shenva, Taluka Shahapur; Village Indirawadi, SC & PHC Saralgaon, Taluka Murbad. The cases presented with fever, headache and muscle pain. On RDK testing, 87 samples tested for Leptospirosis, 133 for Dengue, 121 for Malaria; out of which 05 Leptospirosis positive, 25 NS-1, 10-IGg, 5-IG M- Dengue, 3-PF Malaria, 01 mix Malaria positive. District RRT investigated the outbreak. Rapid fever survey done. Doxycycline chemoprophylaxis was given."
Andhra Pradesh,Nandamuri Taraka Rama Rao (NTR),Acute Diarrheal Disease,30,0,30-12-2023,2024-03-01 00:00:00,Under Control,Cases from UPHC Durgapuram. Loose motion. Klebsiella in tank water sample. RRT investigated.
Assam,Charaideo,Leptospirosis,1,1,2024-02-01 00:00:00,2024-02-01 00:00:00,Under Surveillance,Sapekhati BPHC. Seizures. Positive for Leptospirosis IgM ELISA. 52-year-old female expired.
Assam,Darrang,Chickenpox,6,0,30-12-2023,2024-02-01 00:00:00,Under Surveillance,Khokjani Village. Fever with rash. Age 8-15 years. All 3 samples positive for Varicella Zoster IgM ELISA.
Bihar,Jehanabad,Chickenpox,8,0,2024-06-01 00:00:00,2024-06-01 00:00:00,Under Surveillance,Village Painditpur. Fever with rash. Age 3-12 years. All 3 samples positive for Chicken Pox IgM ELISA.
Gujarat,Ahmedabad,Acute Diarrheal Disease,16,0,2023-01-12 00:00:00,2024-01-01 00:00:00,Under Surveillance,Kubernagar UPHC. Pain abdomen and vomiting. Age 6-10 years. One water sample unfit for drinking.
Karnataka,Shivamogga,Kyasanur Forest Disease,81,1,2024-06-01 00:00:00,2024-06-01 00:00:00,Under Surveillance,Bappamane Village. Fever. 5 samples positive for KFDV IgM ELISA. 18-year-old female expired at KMC Manipal.
Karnataka,Vijayanagar,Cholera,97,1,2024-06-01 00:00:00,2024-06-01 00:00:00,Under Surveillance,"Kariganur village. Loose stool, vomiting, dehydration. 5 stool samples positive for Vibrio Cholera. 66-year-old female expired."
Kerala,Palakkad,Dog Bite,9,0,2024-03-01 00:00:00,2024-03-01 00:00:00,Under Surveillance,PHC Pattithara. 9 cases from dog bite on 1-1-2024. All received IDRV. House-to-house survey done.
Kerala,Thrissur,Chickenpox,28,0,28-12-2023,2024-04-01 00:00:00,Under Surveillance,"Divine Care Center, Meloor Village. Fever with rashes. All isolated. RRT investigated."
Kerala,Thrissur,Monkey Pox,2,0,28-12-2023,2024-04-01 00:00:00,Under Surveillance,CHC Vadakkekad. Fever with painful pus-filled lesions. Both samples positive for Monkey Pox by RTPCR.
Madhya Pradesh,Barwani,Chickenpox,9,0,23-12-2023,2024-02-01 00:00:00,Under Control,"PHC Khetia, PHC Bokrata. Fever with rash. One sample positive for Varicella Zoster IgM ELISA."
Madhya Pradesh,Chhatarpur,Chickenpox,6,0,2024-03-01 00:00:00,2024-04-01 00:00:00,Under Surveillance,CHC Lovkush Nagar. Fever with rash. All cases diagnosed clinically. All isolated.
Madhya Pradesh,Chhindwara,Chickenpox,15,0,2023-05-12 00:00:00,2024-05-01 00:00:00,Under Surveillance,PHC Khamarpani. Fever with rash. Negative for measles & rubella. Clinically diagnosed as Chickenpox.
Madhya Pradesh,Narsinghpur,Fever with Rash,8,0,2024-04-01 00:00:00,2024-04-01 00:00:00,Under Surveillance,"PHC Singhpur Bada, Village Naktuwa. Fever with rash. RRT investigated."
Maharashtra,Gadchiroli,Malaria,191,1,2024-04-01 00:00:00,2024-04-01 00:00:00,Under Control,Village Botlacheru. High grade fever with unconsciousness. Age 4-30 years. 2 samples positive for P. Falciparum. 30-year-old female expired.
Maharashtra,Gadchiroli,Malaria,385,1,27-12-2023,2024-01-01 00:00:00,Under Control,Village Katezari. High grade fever with unconsciousness. Age 2-60 years. 6 samples positive for P. Falciparum. 2-year-old female expired.
Maharashtra,Gondia,Malaria,28,0,29-12-2023,2024-01-01 00:00:00,Under Control,"Bhajepar, Block Tiroda. Fever with chills. Age 10-60 years. 1 sample positive. 15-year-old female expired."
Maharashtra,Kolhapur,Hepatitis A,9,0,2024-05-01 00:00:00,2024-05-01 00:00:00,Under Surveillance,"Village Dindanerli. Fever, loss of appetite. Age 15-65 years. All 6 blood samples positive for Anti-HAV IgM ELISA."
Maharashtra,Kolhapur,Food Poisoning,106,0,2024-03-01 00:00:00,2024-03-01 00:00:00,Under Control,"Village Parite. Fever, loose motion, vomiting after food at religious ceremony. Age 10-65 years."
Maharashtra,Nagpur,Scrub Typhus,9,1,2024-02-01 00:00:00,2024-04-01 00:00:00,Under Control,Village Khairi Mondha. Fever & icterus. Age 10-50 years. 1 sample positive for scrub typhus IgM ELISA. 37-year-old female expired.
Maharashtra,Palghar,Dengue & Chikungunya,9,0,2024-07-01 00:00:00,2024-07-01 00:00:00,Under Surveillance,"Hiradpada Ashramshala. Fever & cough. Age 9-15 years. 5 positive for Dengue IgM, 3 for Chikungunya IgM."
Odisha,Cuttack,Acute Diarrheal Disease,22,0,2024-04-01 00:00:00,2024-04-01 00:00:00,Under Control,"Village Bishnupur. Loose motion, vomiting, abdominal pain. Water H2S positive. Contaminated drinking water source."
Odisha,Sundargarh,Food Poisoning,25,0,2024-01-01 00:00:00,2024-01-01 00:00:00,Under Surveillance,"Village Luhuren Berni. Loose motion, vomiting after marriage party. Contaminated food likely."
Tamil Nadu,Thiruvallur,Acute Diarrheal Disease,11,0,2024-03-01 00:00:00,2024-03-01 00:00:00,Under Control,Village Thomur. Vomiting and loose stools. Age >14 years. All stool samples negative. Pipe leakage likely cause.
Tamil Nadu,Tiruvannamalai,Cholera,2,0,2024-03-01 00:00:00,2024-04-01 00:00:00,Under Control,"Village Nachamalai. Loose stools, vomiting. Stool samples positive for Vibrio Cholera."
Uttarakhand,Haridwar,Mumps,51,0,2024-01-01 00:00:00,2024-03-01 00:00:00,Under Control,Village Dargahapur. Fever with swelling in neck. Age 4-14 years. Diagnosed clinically. RRT investigated.
Assam,Hojai,Human Rabies,1,1,2024-12-01 00:00:00,13-01-2024,Under Control,"Village Jugijan. 16-year-old male with hydrophobia, fever. Dog bite 3 months prior, no ARV taken. Expired 13-01-2024."
Assam,Sonitpur,Mumps,4,0,2024-11-01 00:00:00,2024-12-01 00:00:00,Under Control,Sub-District Tezpur. Fever with parotid swelling. Age 6-9 years. All 3 samples positive for Mumps Virus IgM ELISA.
Bihar,Pashchim Champaran,Measles,17,0,2024-06-01 00:00:00,2024-11-01 00:00:00,Under Surveillance,Village Sirarahi. Fever with rash. Age 1-10 years. 5 samples positive for Measles IgM ELISA. Not immunized with MR vaccine.
Bihar,Pashchim Champaran,Measles,32,0,2024-05-01 00:00:00,2024-10-01 00:00:00,Under Surveillance,Village Gokhula. Fever with rash. Age 1-21 years. 2 samples positive for Measles IgM ELISA. Not immunized with MR vaccine.
Chhattisgarh,Raigarh,Acute Diarrheal Disease,9,0,2024-05-01 00:00:00,2024-08-01 00:00:00,Under Control,Village Rodopali. Loose motion and vomiting. All 4 water samples unfit for potable purposes.
Gujarat,Surendranagar,Chikungunya,52,0,2024-11-01 00:00:00,2024-11-01 00:00:00,Under Surveillance,Village Sontha. Fever with joint pain. 1 sample positive for Chikungunya IgM ELISA.
Jharkhand,East Singhbum,Chickenpox,10,0,2024-12-01 00:00:00,2024-12-01 00:00:00,Under Surveillance,Village Jagarnathpur. Fever with rash. Age 3-45 years. 1 sample positive for Varicella Zoster IgM ELISA.
Karnataka,Belagavi,Food Poisoning,92,0,2024-11-01 00:00:00,2024-12-01 00:00:00,Under Surveillance,"Government School, Ukhanapur. Vomiting, pain abdomen after consuming milk. Dead lizard found in milk (Ksheer Bhagya program)."
Karnataka,Chamarajanagar,Acute Diarrheal Disease,19,0,2024-05-01 00:00:00,2024-08-01 00:00:00,Under Surveillance,"Village Gumballi. Pain abdomen, loose stools, vomiting. Klebsiella in stool samples. 2 water samples unfit."
Karnataka,Vijayanagar,Acute Diarrheal Disease,34,0,2024-09-01 00:00:00,2024-09-01 00:00:00,Under Surveillance,"Ranipete 5th ward. Pain abdomen, loose stools, vomiting. No pathogenic organism. All water samples fit."
Kerala,Alappuzha,Mumps,18,0,2024-12-01 00:00:00,2024-12-01 00:00:00,Under Surveillance,"Georgean Public School, Edathua. Fever with parotid swelling. Age 0-6 years. 4 samples positive for Mumps Virus IgM ELISA."
Kerala,Kannur,Food Poisoning,83,0,2024-09-01 00:00:00,2024-10-01 00:00:00,Under Surveillance,"Village Mokeri. Fever, loose stools, pain abdomen after marriage function. Majority >30 years. Water sample unfit."
Kerala,Kasaragod,Acute Diarrheal Disease,43,0,2024-08-01 00:00:00,2024-10-01 00:00:00,Under Control,"MKSHS Thimiri and ALPS Thimiri. Abdominal discomfort, vomiting. Both water samples fit for drinking."
Kerala,Palakkad,Hepatitis A,9,0,2024-11-01 00:00:00,2024-12-01 00:00:00,Under Surveillance,Village Kottoppadam-I. Vomiting and tiredness. Both blood samples positive for Hepatitis A IgM ELISA. Water unfit.
Kerala,Palakkad,Food Poisoning,41,0,2024-12-01 00:00:00,2024-12-01 00:00:00,Under Surveillance,"Village Akathethara. Fever, chills, vomiting, loose stools after food from restaurant."
Kerala,Thiruvananthapuram,Food Poisoning,16,0,2024-08-01 00:00:00,2024-09-01 00:00:00,Under Control,"Village Perumpazhuthur. Vomiting, pain abdomen, loose stools after food in a ceremony."
Madhya Pradesh,Dhar,Animal Bite - Dog Bite,13,0,2024-11-01 00:00:00,2024-12-01 00:00:00,Under Surveillance,Sub-District Kukshi. Dog bite by stray dog in Block Bagh. Age 5-74 years. ARV given to all.
Madhya Pradesh,Guna,Measles,12,0,2024-06-01 00:00:00,2024-12-01 00:00:00,Under Surveillance,"Village Tuman Khedi. Fever, rash, cough, coryza. Age 3-14 years. Sample positive for Measles IgM ELISA."
Maharashtra,Kolhapur,Hepatitis A,42,0,2024-12-01 00:00:00,2024-12-01 00:00:00,Under Surveillance,"Village Nindhori and Kurni. Fever, loss of appetite. Age 10-60 years. 6 samples positive for Hepatitis A IgM ELISA."
Odisha,Deogarh,Food Poisoning,250,0,2024-08-01 00:00:00,2024-08-01 00:00:00,Under Control,Village Kangreshpur. Loose motion after food at religious function on 07-01-2024.
Tamil Nadu,Thanjavur,Cholera,41,0,2024-12-01 00:00:00,13-01-2024,Under Control,Village Mariamman Kovil. Vomiting and loose stools. 2 of 7 stool samples positive for Cholera.
Tamil Nadu,Virudhunagar,Mumps,15,0,2024-12-01 00:00:00,2024-12-01 00:00:00,Under Surveillance,Village Subburaj Cotton Mill Colony. Fever with parotid swelling. Age >14 years. RRT investigated.
Uttar Pradesh,Jalaun,Measles,5,0,2024-08-01 00:00:00,2024-10-01 00:00:00,Under Surveillance,"Village Mohana. Fever with rash, headache. Age 4-8 years. All 5 samples positive for Measles IgM ELISA. Only 1 of 5 vaccinated for MMR."
West Bengal,Purba Bardhaman,Food Poisoning,164,0,2024-06-01 00:00:00,2024-09-01 00:00:00,Under Control,"Sub-District Raina-II. Vomiting, fever, pain abdomen after food in religious ceremony. Age 25-50 years."
West Bengal,Purba Bardhaman,Food Poisoning,72,0,2024-03-01 00:00:00,,Under Control,"Village Gantey, Memari-II. Vomiting and nausea after food in funeral ceremony. Age 16-68 years. (Late report)"
